flight_id,flight_no,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,scheduled_flytime,actual_flytime,flyminute_diff,departure_airport,arrival_airport,status,model,aircraft_code,fuel_per_minute,total_seats,bought_seats,occupied_seats,ticket_economy,ticket_comfort,ticket_bisiness,city,airports_in_city,airport_traffic,share_of_traffic,booking_amount,ticket_price,booking_income,booking_perc,fuel_price,sum_ticket
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,100000.00,36600.00,63400.00,63.40000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73500.00,36600.00,36900.00,50.20408163265306122400,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97600.00,36600.00,61000.00,62.50000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48400.00,12200.00,36200.00,74.79338842975206611600,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,72800.00,12200.00,60600.00,83.24175824175824175800,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,12200.00,12200.00,0.00,0E-24,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,61600.00,13400.00,48200.00,78.24675324675324675300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,60800.00,36600.00,24200.00,39.80263157894736842100,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,72800.00,12200.00,60600.00,83.24175824175824175800,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,36400.00,12200.00,24200.00,66.48351648351648351600,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,97600.00,12200.00,85400.00,87.50000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,12200.00,36600.00,75.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,36600.00,36600.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,48800.00,36600.00,12200.00,25.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,73200.00,12200.00,61000.00,83.33333333333333333300,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,12200.00,12200.00,0.00,0E-24,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,37000.00,12200.00,24800.00,67.02702702702702702700,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,24400.00,12200.00,12200.00,50.00000000000000000000,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,72800.00,12200.00,60600.00,83.24175824175824175800,41435.0,1653000.00
136119,PG0252,2017-01-03T10:05:00Z,2017-01-03T11:45:00Z,2017-01-03T10:08:00Z,2017-01-03T11:49:00Z,100.0,101.0,1.0,AAQ,SVO,Arrived,Boeing 737-300,733,0.04,130,113,86.92307692307692307700,102,0,11,Moscow,3,38695,0.01364524776996468600,74000.00,12200.00,61800.00,83.51351351351351351400,41435.0,1653000.00
